Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
WMS,Advanced Drainage Systems Inc,Common stocks,Mid cap,Industrials,"$8,737,859,551 ",0.31%,USA,Analyze
WMT,Walmart Stores Inc,Common stocks,Large cap,Consumer Staples,"$399,670,073,568 ",1.52%,USA,Analyze
WOOF,"Petco Health and Wellness Company, Inc. - Class A",Common stocks,Mid cap,Consumer Discretionary,"$4,740,214,721 ",0.00%,USA,Analyze
WPC,W. P. Carey Inc,REITs,Large cap,Real Estate,"$14,343,997,921 ",5.13%,USA,Analyze
WRB,WR Berkley Corp,Common stocks,Large cap,Financials,"$13,223,719,853 ",0.66%,USA,Analyze
WRI,Weingarten Realty Investors,REITs,Mid cap,Real Estate,"$4,008,756,877 ",2.72%,USA,Analyze
WRK,Westrock,Common stocks,Large cap,Materials,"$13,098,246,402 ",1.70%,USA,Analyze
WSM,Williams Sonoma Inc,Common stocks,Large cap,Consumer Discretionary,"$11,744,116,498 ",1.43%,USA,Analyze
WSO,Watsco Inc,Common stocks,Large cap,Industrials,"$11,159,709,118 ",2.56%,USA,Analyze
WST,West Pharmaceutical Services Inc,Common stocks,Large cap,Health Care,"$27,869,185,365 ",0.22%,USA,Analyze
WTFC,Wintrust Financial Corp,Common stocks,Mid cap,Financials,"$4,041,831,300 ",1.65%,USA,Analyze
WTM,White Mountains Insurance Group Ltd,Common stocks,Mid cap,Financials,"$3,501,206,310 ",0.09%,USA,Analyze
WTRG,"Essential Utilities, Inc.",Common stocks,Large cap,Utilities,"$11,982,482,272 ",2.04%,USA,Analyze
WU,Western Union,Common stocks,Mid cap,Information Technology,"$9,576,501,878 ",3.88%,USA,Analyze
WWD,Woodward Inc,Common stocks,Mid cap,Industrials,"$7,668,798,239 ",0.40%,USA,Analyze
WWE,World Wrestling Entertainment Inc,Common stocks,Mid cap,Communication Services,"$2,245,424,404 ",0.96%,USA,Analyze
WY,Weyerhaeuser Company,REITs,Large cap,Real Estate,"$25,967,791,900 ",1.46%,USA,Analyze
WYNN,Wynn Resorts Ltd,Common stocks,Large cap,Consumer Discretionary,"$12,065,455,391 ",0.96%,USA,Analyze
X,United States Steel Corporation,Common stocks,Mid cap,Materials,"$6,512,321,120 ",0.17%,USA,Analyze
XEC,Cimarex Energy,Common stocks,Mid cap,Energy,"$6,803,519,731 ",1.40%,USA,Analyze
XEL,Xcel Energy Inc,Common stocks,Large cap,Utilities,"$36,764,906,508 ",2.57%,USA,Analyze
XLNX,Xilinx Inc,Common stocks,Large cap,Information Technology,"$33,301,545,530 ",0.56%,USA,Analyze
XLRN,Acceleron Pharma Inc,Common stocks,Mid cap,Health Care,"$7,295,461,607 ",0.00%,USA,Analyze
XOM,Exxon Mobil Corp,Common stocks,Large cap,Energy,"$247,577,355,866 ",5.80%,USA,Analyze
XPO,XPO Logistics Inc,Common stocks,Large cap,Industrials,"$15,822,453,147 ",0.00%,USA,Analyze
XRAY,Dentsply Sirona Inc,Common stocks,Large cap,Health Care,"$13,891,582,039 ",0.64%,USA,Analyze
XRX,Xerox Corp,Common stocks,Mid cap,Information Technology,"$4,533,796,242 ",4.17%,USA,Analyze
XYL,Xylem Inc,Common stocks,Large cap,Industrials,"$22,339,560,487 ",0.87%,USA,Analyze
Y,Alleghany Corp,Common stocks,Mid cap,Financials,"$9,104,251,823 ",0.00%,USA,Analyze
YETI,"Yeti Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$8,511,199,570 ",0.00%,USA,Analyze
YUM,Yum Brands Inc,Common stocks,Large cap,Consumer Discretionary,"$36,775,897,338 ",1.56%,USA,Analyze
Z,Zillow Group Inc Class C,Common stocks,Large cap,Communication Services,"$26,330,754,351 ",0.00%,USA,Analyze
ZBH,Zimmer Biomet Holdings Inc,Common stocks,Large cap,Health Care,"$33,284,167,425 ",0.60%,USA,Analyze
ZBRA,Zebra Technologies Corp,Common stocks,Large cap,Information Technology,"$29,180,222,464 ",0.00%,USA,Analyze
ZEN,Zendesk Inc,Common stocks,Large cap,Information Technology,"$17,816,446,310 ",0.00%,USA,Analyze
ZG,Zillow Group Inc Class A,Common stocks,Large cap,Communication Services,"$26,330,754,351 ",0.00%,USA,Analyze
ZION,Zions Bancorporation,Common stocks,Mid cap,Financials,"$8,433,227,757 ",2.62%,USA,Analyze
ZM,"Zoom Video Communications, Inc. - Class A",Common stocks,Large cap,Information Technology,"$106,720,654,965 ",0.00%,USA,Analyze
ZNGA,Zynga Inc,Common stocks,Large cap,Communication Services,"$11,268,695,032 ",0.00%,USA,Analyze
ZS,Zscaler Inc,Common stocks,Large cap,Information Technology,"$32,126,196,165 ",0.00%,USA,Analyze
ZTS,Zoetis Inc,Common stocks,Large cap,Health Care,"$95,342,648,895 ",0.47%,USA,Analyze
